74	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (a == null || n <= 0) return 0L;
    if (n > a.length) n = a.length;
    int m = 1;
    while (m < n) m <<= 1;
    int size = m << 1;
    long[] sum = new long[size];
    long[] pref = new long[size];
    long[] suff = new long[size];
    long[] best = new long[size];
    final long NEG_INF = Long.MIN_VALUE / 4;
    for (int i = 0; i < m; i++) {
        int idx = m + i;
        if (i < n) {
            long v = a[i];
            sum[idx] = v;
            pref[idx] = v;
            suff[idx] = v;
            best[idx] = v;
        } else {
            sum[idx] = 0L;
            pref[idx] = NEG_INF;
            suff[idx] = NEG_INF;
            best[idx] = NEG_INF;
        }
    }
    for (int i = m - 1; i > 0; --i) {
        int l = i << 1, r = l + 1;
        long candPref = pref[r] == NEG_INF ? NEG_INF : sum[l] + pref[r];
        long candSuff = suff[l] == NEG_INF ? NEG_INF : sum[r] + suff[l];
        long cross = (suff[l] == NEG_INF || pref[r] == NEG_INF) ? NEG_INF : suff[l] + pref[r];
        sum[i] = sum[l] + sum[r];
        pref[i] = Math.max(pref[l], candPref);
        suff[i] = Math.max(suff[r], candSuff);
        best[i] = Math.max(Math.max(best[l], best[r]), cross);
    }
    return best[1];
}
}
"
75	"public class Algo {
    public static long max_subarray_sum(int[] a, int n) {
        if (a == null || n <= 0) return 0L;
        n = Math.min(n, a.length);
        return maxSub(a, 0, n);
    }
    private static long maxSub(int[] a, int l, int r) {
        if (l + 1 == r) return a[l];
        int m = (l + r) >>> 1;
        long left = maxSub(a, l, m);
        long right = maxSub(a, m, r);
        long bestLeft = Long.MIN_VALUE, sum = 0;
        for (int i = m - 1; i >= l; i--) {
            sum += a[i];
            if (sum > bestLeft) bestLeft = sum;
        }
        long bestRight = Long.MIN_VALUE;
        sum = 0;
        for (int i = m; i < r; i++) {
            sum += a[i];
            if (sum > bestRight) bestRight = sum;
        }
        long cross = bestLeft + bestRight;
        return Math.max(Math.max(left, right), cross);
    }
}
"
76	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    int end = a == null ? 0 : Math.min(n, a.length);
    if (end <= 0) return 0L;
    final java.util.function.Function<int[], long[]>[] self = new java.util.function.Function[]{null};
    self[0] = range -> {
        int l = range[0], r = range[1];
        if (l + 1 == r) {
            long v = a[l];
            return new long[]{v, v, v, v};
        }
        int m = l + ((r - l) >>> 1);
        long[] left = self[0].apply(new int[]{l, m});
        long[] right = self[0].apply(new int[]{m, r});
        long sum = left[0] + right[0];
        long maxPref = Math.max(left[1], left[0] + right[1]);
        long maxSuff = Math.max(right[2], right[0] + left[2]);
        long maxSub = Math.max(Math.max(left[3], right[3]), left[2] + right[1]);
        return new long[]{sum, maxPref, maxSuff, maxSub};
    };
    return self[0].apply(new int[]{0, end})[3];
}
}
"
77	"class Algo {
public static long max_subarray_sum(final int[] a, int n) {
    int len = (a == null || n <= 0) ? 0 : Math.min(n, a.length);
    if (len == 0) return 0L;
    long sum = 0L;
    long minPrefix = 0L;
    long best = Long.MIN_VALUE;
    for (int i = 0; i < len; i++) {
        sum += a[i];
        long candidate = sum - minPrefix;
        if (candidate > best) best = candidate;
        if (sum < minPrefix) minPrefix = sum;
    }
    return best;
}
}
"
78	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (a == null || n <= 0) return 0L;
    int limit = Math.min(n, a.length);
    long prefix = 0L;
    long minPrefix = 0L;
    long best = Long.MIN_VALUE;
    for (int i = 0; i < limit; i++) {
        prefix += (long) a[i];
        long cand = prefix - minPrefix;
        if (cand > best) best = cand;
        if (prefix < minPrefix) minPrefix = prefix;
    }
    return best == Long.MIN_VALUE ? 0L : best;
}
}
"
79	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (n <= 0) return 0L;
    if (n == 1) return (long) a[0];
    long prevBest = max_subarray_sum(a, n - 1);
    long sum = 0L;
    long bestSuffix = Long.MIN_VALUE;
    for (int i = n - 1; i >= 0; i--) {
        sum += (long) a[i];
        if (sum > bestSuffix) bestSuffix = sum;
    }
    return Math.max(prevBest, bestSuffix);
}
}
"
80	"public class Algo {
    public static long max_subarray_sum(final int[] a, long n) {
        int m = (int) Math.min(Math.max(n, 0L), (long) (a == null ? 0 : a.length));
        if (m <= 0) return 0L;
        if (m == 1) return a[0];
        int mid = m >>> 1;
        long leftBest = max_subarray_sum(java.util.Arrays.copyOfRange(a, 0, mid), mid);
        long rightBest = max_subarray_sum(java.util.Arrays.copyOfRange(a, mid, m), (long) m - mid);
        long bestCrossLeft = Long.MIN_VALUE;
        long acc = 0;
        for (int i = mid - 1; i >= 0; --i) {
            acc += a[i];
            if (acc > bestCrossLeft) bestCrossLeft = acc;
        }
        long bestCrossRight = Long.MIN_VALUE;
        acc = 0;
        for (int i = mid; i < m; ++i) {
            acc += a[i];
            if (acc > bestCrossRight) bestCrossRight = acc;
        }
        long cross = bestCrossLeft + bestCrossRight;
        return Math.max(Math.max(leftBest, rightBest), cross);
    }
}
"
81	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (n <= 0) return 0L;
    if (n == 1) return (long) a[0];
    int mid = n / 2;
    int[] left = java.util.Arrays.copyOfRange(a, 0, mid);
    int[] right = java.util.Arrays.copyOfRange(a, mid, n);
    long leftMax = max_subarray_sum(left, left.length);
    long rightMax = max_subarray_sum(right, right.length);
    long sum = 0L, leftSuffixMax = Long.MIN_VALUE;
    for (int i = left.length - 1; i >= 0; i--) {
        sum += left[i];
        if (sum > leftSuffixMax) leftSuffixMax = sum;
    }
    sum = 0L;
    long rightPrefixMax = Long.MIN_VALUE;
    for (int i = 0; i < right.length; i++) {
        sum += right[i];
        if (sum > rightPrefixMax) rightPrefixMax = sum;
    }
    long crossMax = leftSuffixMax + rightPrefixMax;
    return Math.max(Math.max(leftMax, rightMax), crossMax);
}
}
"
82	"class Algo {
public static long max_subarray_sum(final int[] a, long n) {
    int len = (n <= 0L) ? 0 : (n > a.length ? a.length : (int) n);
    if (len == 0) return 0L;

    int[] L = new int[64];
    int[] R = new int[64];
    int[] ST = new int[64];
    int sp = 0;

    long[] best = new long[64];
    long[] pref = new long[64];
    long[] suff = new long[64];
    long[] sum = new long[64];
    int rsp = 0;

    L[sp] = 0; R[sp] = len; ST[sp] = 0; sp++;

    while (sp > 0) {
        int l = L[--sp], r = R[sp], st = ST[sp];
        int width = r - l;
        if (width <= 1) {
            if (rsp >= best.length) {
                int nc = best.length << 1;
                best = java.util.Arrays.copyOf(best, nc);
                pref = java.util.Arrays.copyOf(pref, nc);
                suff = java.util.Arrays.copyOf(suff, nc);
                sum = java.util.Arrays.copyOf(sum, nc);
            }
            long v = (long) a[l];
            best[rsp] = v;
            pref[rsp] = v;
            suff[rsp] = v;
            sum[rsp] = v;
            rsp++;
        } else if (st == 0) {
            if (sp + 2 >= L.length) {
                int nc = L.length << 1;
                L = java.util.Arrays.copyOf(L, nc);
                R = java.util.Arrays.copyOf(R, nc);
                ST = java.util.Arrays.copyOf(ST, nc);
            }
            int m = (l + r) >>> 1;
            L[sp] = l; R[sp] = r; ST[sp] = 1; sp++;
            L[sp] = m; R[sp] = r; ST[sp] = 0; sp++;
            L[sp] = l; R[sp] = m; ST[sp] = 0; sp++;
        } else {
            long rbest = best[--rsp], rpref = pref[rsp], rsuff = suff[rsp], rsum = sum[rsp];
            long lbest = best[--rsp], lpref = pref[rsp], lsuff = suff[rsp], lsum = sum[rsp];
            long s = lsum + rsum;
            long p = Math.max(lpref, lsum + rpref);
            long t = Math.max(rsuff, rsum + lsuff);
            long b = Math.max(Math.max(lbest, rbest), lsuff + rpref);
            if (rsp >= best.length) {
                int nc = best.length << 1;
                best = java.util.Arrays.copyOf(best, nc);
                pref = java.util.Arrays.copyOf(pref, nc);
                suff = java.util.Arrays.copyOf(suff, nc);
                sum = java.util.Arrays.copyOf(sum, nc);
            }
            best[rsp] = b;
            pref[rsp] = p;
            suff[rsp] = t;
            sum[rsp] = s;
            rsp++;
        }
    }
    return best[rsp - 1];
}
}
"
83	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (n <= 0) return 0L;
    int m = 1;
    while (m < n) m <<= 1;
    int size = m << 1;
    long[] sum = new long[size];
    long[] pref = new long[size];
    long[] suff = new long[size];
    long[] best = new long[size];
    long NEG_INF = Long.MIN_VALUE / 4;
    for (int i = 0; i < m; i++) {
        int idx = m + i;
        if (i < n) {
            long v = a[i];
            sum[idx] = v;
            pref[idx] = v;
            suff[idx] = v;
            best[idx] = v;
        } else {
            sum[idx] = 0L;
            pref[idx] = NEG_INF;
            suff[idx] = NEG_INF;
            best[idx] = NEG_INF;
        }
    }
    for (int i = m - 1; i >= 1; i--) {
        int l = i << 1, r = l + 1;
        sum[i] = sum[l] + sum[r];
        long prefCand1 = pref[l];
        long prefCand2 = (pref[r] == NEG_INF) ? NEG_INF : sum[l] + pref[r];
        pref[i] = Math.max(prefCand1, prefCand2);
        long suffCand1 = suff[r];
        long suffCand2 = (suff[l] == NEG_INF) ? NEG_INF : sum[r] + suff[l];
        suff[i] = Math.max(suffCand1, suffCand2);
        long bestCand = best[l] >= best[r] ? best[l] : best[r];
        long crossCand = (suff[l] == NEG_INF || pref[r] == NEG_INF) ? NEG_INF : suff[l] + pref[r];
        best[i] = bestCand >= crossCand ? bestCand : crossCand;
    }
    return best[1];
}
}
"
84	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (a == null || n <= 0) return 0L;
    int len = Math.min(n, a.length);
    long maxSoFar = Long.MIN_VALUE;
    long maxEndingHere = 0L;
    for (int i = 0; i < len; i++) {
        long v = a[i];
        if (maxEndingHere <= 0) {
            maxEndingHere = v;
        } else {
            maxEndingHere += v;
        }
        if (maxEndingHere > maxSoFar) {
            maxSoFar = maxEndingHere;
        }
    }
    return maxSoFar == Long.MIN_VALUE ? 0L : maxSoFar;
}
}
"
85	"class Algo {
public static long max_subarray_sum(int[] a, int n) {
    if (a == null || n <= 0) return 0L;
    int len = Math.min(n, a.length);
    if (len == 0) return 0L;
    long maxEndingHere = a[0];
    long maxSoFar = maxEndingHere;
    for (int i = 1; i < len; i++) {
        long x = a[i];
        if (maxEndingHere < 0) maxEndingHere = x;
        else maxEndingHere += x;
        if (maxEndingHere > maxSoFar) maxSoFar = maxEndingHere;
    }
    return maxSoFar;
}
}
"
86	"class Algo {
public static long max_subarray_sum(final int[] a, final int n) {
    if (n <= 0) return 0L;
    long sum = 0L;
    long minPrefix = 0L;
    long best = Long.MIN_VALUE;
    for (int i = 0; i < n; i++) {
        sum += (long) a[i];
        long candidate = sum - minPrefix;
        if (candidate > best) best = candidate;
        if (sum < minPrefix) minPrefix = sum;
    }
    return best;
}
}
"
87	"class Algo {
public static int popcount_u32(int x) {
    return x == 0 ? 0 : 1 + popcount_u32(x & (x - 1));
}
}
"
88	"class Algo {
public static int popcount_u32(int x) {
    return Integer.bitCount(x);
}
}
"
89	"class Algo {
public static int popcount_u32(int x) {
    if (x == 0) return 0;
    return 1 + popcount_u32(x & (x - 1));
}
}
"
90	"class Algo {
public static int popcount_u32(int x) {
    int[] t = {0,1,1,2,1,2,2,3,1,2,2,3,2,3,3,4};
    return t[x & 15]
         + t[(x >>> 4) & 15]
         + t[(x >>> 8) & 15]
         + t[(x >>> 12) & 15]
         + t[(x >>> 16) & 15]
         + t[(x >>> 20) & 15]
         + t[(x >>> 24) & 15]
         + t[(x >>> 28) & 15];
}
}
"
91	"public class Algo {
    public static int popcount_u32(int x) {
        if (x == 0) return 0;
        return 1 + popcount_u32(x & (x - 1));
    }
}
"
92	"public class Algo {
    public static int popcount_u32(int x) {
        return Integer.bitCount(x);
    }
}
"
93	"class Algo {
public static int popcount_u32(int x) {
    if (x == 0) return 0;
    return (x & 1) + popcount_u32(x >>> 1);
}
}
"
94	"public class Algo {
    public static int popcount_u32(int x) {
        x = x - ((x >>> 1) & 0x55555555);
        x = (x & 0x33333333) + ((x >>> 2) & 0x33333333);
        x = (x + (x >>> 4)) & 0x0F0F0F0F;
        x = x + (x >>> 8);
        x = x + (x >>> 16);
        return x & 0x3F;
    }
}
"
95	"public class Algo {
    public static int popcount_u32(int x) {
        byte[] t = new byte[]{0,1,1,2,1,2,2,3,1,2,2,3,2,3,3,4};
        int c = 0;
        for (int i = 0; i < 8; i++) {
            c += t[x & 0xF];
            x >>>= 4;
        }
        return c;
    }
}
"
96	"class Algo {
public static void reverse_array(int[] a, long n) {
    if (a == null || n <= 1) return;
    int m = n > a.length ? a.length : (n < 0 ? 0 : (int) n);
    int i = 0, j = m - 1;
    while (i < j) {
        int tmp = a[i];
        a[i] = a[j];
        a[j] = tmp;
        i++;
        j--;
    }
}
}
"
97	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null) return;
    int i = 0, j = Math.min(n, a.length) - 1;
    while (i < j) {
        int tmp = a[i];
        a[i] = a[j];
        a[j] = tmp;
        i++;
        j--;
    }
}
}
"
98	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null || n <= 1) return;
    int m = Math.min(n, a.length);
    int[] tmp = java.util.Arrays.copyOf(a, m);
    for (int i = 0; i < m; i++) {
        a[i] = tmp[m - 1 - i];
    }
}
}
"
99	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null || n <= 1) return;
    int m = Math.min(n, a.length);
    int[] b = new int[m];
    for (int i = 0; i < m; i++) {
        b[i] = a[m - 1 - i];
    }
    System.arraycopy(b, 0, a, 0, m);
}
}
"
100	"class Algo {
public static void reverse_array(int[] a, long n) {
    if (a == null || n <= 1) return;
    int m = (int) Math.min(Math.max(0L, n), (long) a.length);
    if (m <= 1) return;
    int[] b = new int[m];
    for (int i = 0; i < m; i++) {
        b[i] = a[m - 1 - i];
    }
    System.arraycopy(b, 0, a, 0, m);
}
}
"
101	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null) return;
    if (n < 0) n = 0;
    if (n > a.length) n = a.length;
    int i = 0, j = n - 1;
    while (i < j) {
        int t = a[i];
        a[i] = a[j];
        a[j] = t;
        i++;
        j--;
    }
}
}
"
102	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null) return;
    int i = 0;
    int j = Math.min(n, a.length) - 1;
    while (i < j) {
        int t = a[i];
        a[i] = a[j];
        a[j] = t;
        i++;
        j--;
    }
}
}
"
103	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null) return;
    if (n < 0) n = 0;
    int i = 0, j = Math.min(n, a.length) - 1;
    while (i < j) {
        int t = a[i];
        a[i++] = a[j];
        a[j--] = t;
    }
}
}
"
104	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null) return;
    if (n < 0) n = 0;
    if (n > a.length) n = a.length;
    for (int i = 0, j = n - 1; i < j; i++, j--) {
        int t = a[i];
        a[i] = a[j];
        a[j] = t;
    }
}
}
"
105	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (n <= 1) return;
    final int limit = n >> 1;
    final java.util.function.IntConsumer[] rec = new java.util.function.IntConsumer[1];
    rec[0] = i -> {
        if (i >= limit) return;
        int j = n - 1 - i;
        int tmp = a[i];
        a[i] = a[j];
        a[j] = tmp;
        rec[0].accept(i + 1);
    };
    rec[0].accept(0);
}
}
"
106	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null || n <= 1) return;
    int len = Math.min(n, a.length);
    boolean[] visited = new boolean[len];
    for (int i = 0; i < len; i++) {
        if (visited[i]) continue;
        int j = len - 1 - i;
        if (j == i) {
            visited[i] = true;
        } else {
            int tmp = a[i];
            a[i] = a[j];
            a[j] = tmp;
            visited[i] = true;
            visited[j] = true;
        }
    }
}
}
"
107	"class Algo {
public static void reverse_array(int[] a, long n) {
    if (a == null) return;
    if (n > a.length) n = a.length;
    if (n <= 1) return;
    long left = a.length - n;
    long right = n - 1;
    if (left >= right) return;
    int i = (int) left;
    int j = (int) right;
    int tmp = a[i];
    a[i] = a[j];
    a[j] = tmp;
    reverse_array(a, n - 1);
}
}
"
108	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null || n <= 1) return;
    if (n > a.length) n = a.length;
    int[] tmp = new int[n];
    for (int i = 0; i < n; i++) {
        tmp[i] = a[n - 1 - i];
    }
    System.arraycopy(tmp, 0, a, 0, n);
}
}
"
109	"class Algo {
public static void reverse_array(int[] a, int n) {
    if (a == null) return;
    int len = n;
    if (len > a.length) len = a.length;
    if (len <= 1) return;
    for (int i = 0, j = len - 1; i < j; i++, j--) {
        int tmp = a[i];
        a[i] = a[j];
        a[j] = tmp;
    }
}
}
"
110	"class Algo {
public static void reverse_array(int[] a, long n) {
    if (a == null) return;
    int len = (int) Math.min((long) a.length, Math.max(0L, Math.min(n, (long) Integer.MAX_VALUE)));
    for (int i = 0, j = len - 1; i < j; i++, j--) {
        int t = a[i];
        a[i] = a[j];
        a[j] = t;
    }
}
}
"
111	"class Algo {
public static int rotl32(int x, int r) {
    int s = r & 31;
    long v = ((x & 0xFFFFFFFFL) << 32) | (x & 0xFFFFFFFFL);
    return (int)((v << s) >>> 32);
}
}
"
112	"class Algo {
public static int rotl32(int x, int r) {
    int s = r & 31;
    return (x << s) | (x >>> (32 - s));
}
}
"
113	"public class Algo {
    public static int rotl32(int x, int r) {
        int s = r & 31;
        long y = x & 0xffffffffL;
        long z = (y << 32) | y;
        return (int)((z << s) >>> 32);
    }
}
"
114	"class Algo {
public static int rotl32(int x, int r) {
    int s = r & 31;
    long u = x & 0xFFFF_FFFFL;
    long d = (u << 32) | u;
    return (int) ((d << s) >>> 32);
}
}
"
115	"public class Algo {
    public static int rotl32(int x, int r) {
        int s = r & 31;
        return (x << s) | (x >>> (-s & 31));
    }
}
"
116	"class Algo {
public static int rotl32(int x, int r) {
    int s = r & 31;
    long ux = x & 0xFFFFFFFFL;
    long a = ux << s;
    return (int) ((a & 0xFFFFFFFFL) | (a >>> 32));
}
}
"
117	"class Algo {
public static int rotl32(int x, int r) {
    r &= 31;
    if (r == 0) return x;
    int y = (x << 1) | (x >>> 31);
    return rotl32(y, r - 1);
}
}
"
118	"class Algo {
public static int rotl32(int x, int r) {
    int n = r & 31;
    while (n-- != 0) {
        x = (x << 1) | (x >>> 31);
    }
    return x;
}
}
"
119	"class Algo {
public static int rotl32(int x, int r) {
    int n = r & 31;
    return (x << n) | (x >>> (32 - n));
}
}
"
120	"class Algo {
public static int rotl32(int x, int r) {
    long z = x & 0xFFFFFFFFL;
    int s = r & 31;
    long y = (z << 32) | z;
    return (int) ((y >>> (32 - s)) & 0xFFFFFFFFL);
}
}
"
121	"class Algo {
public static int rotl32(int x, int r) {
    return (x << r) | (x >>> -r);
}
}
"
122	"class Algo {
public static int rotl32(int x, int r) {
    int s = r & 31;
    long u = x & 0xFFFFFFFFL;
    long t = (u << 32) | u;
    return (int)((t >>> (32 - s)) & 0xFFFFFFFFL);
}
}
"
123	"class Algo {
public static int rotl32(int x, int r) {
    r &= 31;
    if (r == 0) return x;
    int rotated = (x << 1) | ((x >>> 31) & 1);
    return rotl32(rotated, r - 1);
}
}
"
124	"public class Algo {
    public static int rotl32(int x, int r) {
        int n = r & 31;
        return (x << n) | (x >>> (32 - n));
    }
}
"
125	"class Algo {
public static int rotl32(int x, int r) {
    int s = r & 31;
    int y = x;
    if ((s & 1) != 0) y = (y << 1) | (y >>> 31);
    if ((s & 2) != 0) y = (y << 2) | (y >>> 30);
    if ((s & 4) != 0) y = (y << 4) | (y >>> 28);
    if ((s & 8) != 0) y = (y << 8) | (y >>> 24);
    if ((s & 16) != 0) y = (y << 16) | (y >>> 16);
    return y;
}
}
"
126	"class Algo {
public static int str_len(String s) {
    if (s == null) return 0;
    int i = 0, n = s.length();
    while (i < n && s.charAt(i) != '\0') i++;
    return i;
}
}
"
127	"class Algo {
public static int str_len(String s) {
    int i = s.indexOf('\0');
    return i >= 0 ? i : s.length();
}
}
"
128	"class Algo {
public static long str_len(char[] s) {
    if (s == null || s.length == 0 || s[0] == '\0') return 0L;
    return 1L + str_len(java.util.Arrays.copyOfRange(s, 1, s.length));
}
}
"
129	"class Algo {
public static int str_len(char[] s) {
    if (s.length == 0 || s[0] == '\0') {
        return 0;
    }
    char[] t = new char[s.length - 1];
    System.arraycopy(s, 1, t, 0, s.length - 1);
    return 1 + str_len(t);
}
}
"
130	"class Algo {
public static int str_len(char[] s) {
    if (s == null || s.length == 0 || s[0] == '\0') return 0;
    return 1 + str_len(java.util.Arrays.copyOfRange(s, 1, s.length));
}
}
"
131	"public class Algo {
    public static long str_len(char[] s) {
        if (s == null || s.length == 0) return 0L;
        if (s[0] == '\0') return 0L;
        return 1L + str_len(java.util.Arrays.copyOfRange(s, 1, s.length));
    }
}
"
132	"class Algo {
public static long str_len(final String s) {
    if (s == null || s.isEmpty() || s.charAt(0) == '\0') return 0L;
    return 1L + str_len(s.substring(1));
}
}
"
133	"class Algo {
public static int str_len(char[] s) {
    return (s.length == 0 || s[0] == '\0') ? 0 : 1 + str_len(java.util.Arrays.copyOfRange(s, 1, s.length));
}
}
"
134	"class Algo {
public static long str_len(char[] s) {
    return (s.length == 0 || s[0] == '\0') ? 0L : 1L + str_len(java.util.Arrays.copyOfRange(s, 1, s.length));
}
}
"
135	"class Algo {
public static int str_len(String s) {
    if (s.isEmpty() || s.charAt(0) == '\0') return 0;
    return 1 + str_len(s.substring(1));
}
}
"
136	"class Algo {
public static long sum_array(final int[] a, int n) {
    if (n <= 0) return 0L;
    return sum_array(a, n - 1) + (long) a[n - 1];
}
}
"
137	"class Algo {
public static long sum_array(int[] a, int n) {
    long sum = 0L;
    int i = 0, j = n - 1;
    while (i < j) {
        sum += (long) a[i++] + a[j--];
    }
    if (i == j) {
        sum += a[i];
    }
    return sum;
}
}
"
138	"public class Algo {
    public static long sum_array(int[] a, int n) {
        long sum = 0L;
        for (int i = 0; i < n; i++) {
            sum += a[i];
        }
        return sum;
    }
}
"
139	"public class Algo {
    public static long sum_array(int[] a, int n) {
        if (a == null || n <= 0) return 0L;
        int m = n > a.length ? a.length : n;
        long sum = 0L;
        int[] ls = new int[64];
        int[] rs = new int[64];
        int sp = 0;
        ls[sp] = 0;
        rs[sp] = m;
        sp++;
        while (sp > 0) {
            sp--;
            int lo = ls[sp];
            int hi = rs[sp];
            int len = hi - lo;
            if (len <= 0) continue;
            if (len == 1) {
                sum += a[lo];
            } else {
                int mid = lo + (len >>> 1);
                ls[sp] = lo;
                rs[sp] = mid;
                sp++;
                ls[sp] = mid;
                rs[sp] = hi;
                sp++;
            }
        }
        return sum;
    }
}
"
140	"class Algo {
public static long sum_array(int[] a, int n) {
    if (a == null || n <= 0) return 0L;
    int m = n;
    if (m > a.length) m = a.length;
    if (m <= 0) return 0L;
    return sum_array(a, m - 1) + (long) a[m - 1];
}
}
"
141	"class Algo {
public static long sum_array(int[] a, long n) {
    if (a == null || n <= 0) return 0L;
    int m = (int) Math.min((long) a.length, Math.min(n, (long) Integer.MAX_VALUE));
    if (m <= 0) return 0L;
    long sum = 0L;
    final int THRESH = 2048;
    if (m <= THRESH) {
        for (int i = 0; i < m; i++) sum += a[i];
        return sum;
    }
    int[] sL = new int[64];
    int[] sR = new int[64];
    int sp = 0;
    int l = 0, r = m;
    while (true) {
        int len = r - l;
        if (len <= THRESH) {
            long local = 0L;
            for (int i = l; i < r; i++) local += a[i];
            sum += local;
            if (sp == 0) break;
            --sp;
            l = sL[sp];
            r = sR[sp];
        } else {
            int mid = l + (len >>> 1);
            sL[sp] = mid;
            sR[sp] = r;
            sp++;
            r = mid;
        }
    }
    return sum;
}
}
"
142	"class Algo {
public static long sum_array(int[] a, int n) {
    if (n <= 0) return 0L;
    long[] buf = new long[n];
    for (int i = 0; i < n; i++) buf[i] = a[i];
    int m = n;
    while (m > 1) {
        int k = 0, i = 0;
        for (; i + 1 < m; i += 2) buf[k++] = buf[i] + buf[i + 1];
        if (i < m) buf[k++] = buf[i];
        m = k;
    }
    return buf[0];
}
}
"
143	"class Algo {
public static long sum_array(int[] a, int n) {
    long sum = 0L;
    for (int i = 0; i < n; i++) {
        sum += a[i];
    }
    return sum;
}
}
"
144	"class Algo {
public static long sum_array(int[] a, int n) {
    return n <= 0 ? 0L : sum_array(a, n - 1) + a[n - 1];
}
}
"
145	"class Algo {
public static long sum_array(final int[] a, long n) {
    if (a == null || n <= 0) return 0L;
    int len = a.length;
    if (n > len) n = len;
    int m = (int) n;
    if (m == 0) return 0L;
    return sum_array(a, m - 1) + (long) a[m - 1];
}
}
"
146	"class Algo {
public static long sum_array(int[] a, int n) {
    if (a == null || n <= 0) return 0L;
    if (n > a.length) n = a.length;
    return sum_array(a, n - 1) + a[n - 1];
}
}
"
147	"class Algo {
public static long sum_array(int[] a, int n) {
    int m = a == null ? 0 : Math.min(n, a.length);
    long sum = 0L;
    int i = 0, j = m - 1;
    while (i < j) {
        sum += (long) a[i++] + (long) a[j--];
    }
    if (i == j) sum += a[i];
    return sum;
}
}
"
148	"public class Algo {
    public static long sum_array(int[] a, long n) {
        if (n <= 0) return 0L;
        return sum_array(a, n - 1) + (long) a[(int)(n - 1)];
    }
}
"
149	"class Algo {
public static long sum_array(int[] a, long n) {
    int len = a == null ? 0 : (int) Math.min(n, (long) a.length);
    long sum = 0L;
    int i = 0, j = len - 1;
    while (i < j) {
        sum += (long) a[i++] + (long) a[j--];
    }
    if (i == j) {
        sum += a[i];
    }
    return sum;
}
}
"
150	"class Algo {
public static long sum_array(int[] a, long n) {
    if (a == null || n <= 0) return 0L;
    int len = n < a.length ? (int) n : a.length;
    return java.util.Arrays.stream(a, 0, len).asLongStream().sum();
}
}
"
