id,seq
1,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t binary_search ( const int32_t * a , size_t n , int32_t x ) { auto rec = [ & ] ( auto && self , size_t lo , size_t hi ) -> int32_t { if ( lo >= hi ) return - 1 ; size_t mid = lo + ( hi - lo ) / 2 ; int32_t v = a [ mid ] ; if ( v == x ) return static_cast < int32_t > ( mid ) ; if ( v < x ) return self ( self , mid + 1 , hi ) ; return self ( self , lo , mid ) ; } ; return rec ( rec , 0 u , n ) ; }"
87,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int64_t max_subarray_sum ( const int32_t * a , size_t n ) { if ( n == 0 ) return 0 ; struct Node { int64_t sum , pref , suff , ans ; } ; auto solve = [ & ] ( auto && self , size_t l , size_t r ) -> Node { if ( l + 1 == r ) { int64_t v = static_cast < int64_t > ( a [ l ] ) ; return { v , v , v , v } ; } size_t m = l + ( r - l ) / 2 ; Node L = self ( self , l , m ) ; Node R = self ( self , m , r ) ; Node res ; res . sum = L . sum + R . sum ; int64_t cand_pref1 = L . pref ; int64_t cand_pref2 = L . sum + R . pref ; res . pref = ( cand_pref1 >= cand_pref2 ) ? cand_pref1 : cand_pref2 ; int64_t cand_suff1 = R . suff ; int64_t cand_suff2 = R . sum + L . suff ; res . suff = ( cand_suff1 >= cand_suff2 ) ? cand_suff1 : cand_suff2 ; int64_t best = L . ans ; if ( R . ans > best ) best = R . ans ; int64_t cross = L . suff + R . pref ; if ( cross > best ) best = cross ; res . ans = best ; return res ; } ; Node res = solve ( solve , 0 , n ) ; return res . ans ; }"
86,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int64_t max_subarray_sum ( const int32_t * a , size_t n ) { if ( n == 0 || a == nullptr ) return 0 ; int64_t current = a [ 0 ] ; int64_t best = current ; for ( size_t i = 1 ; i < n ; + + i ) { int64_t val = a [ i ] ; if ( current + val < val ) current = val ; else current + = val ; if ( best < current ) best = current ; } return best ; }"
12,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t gcd ( int32_t a , int32_t b ) { uint32_t ua = ( a < 0 ) ? static_cast < uint32_t > ( - ( int64_t ) a ) : static_cast < uint32_t > ( a ) ; uint32_t ub = ( b < 0 ) ? static_cast < uint32_t > ( - ( int64_t ) b ) : static_cast < uint32_t > ( b ) ; if ( ua == 0 ) return static_cast < int32_t > ( ub ) ; if ( ub == 0 ) return static_cast < int32_t > ( ua ) ; unsigned int shift = __builtin_ctz ( static_cast < unsigned int > ( ua | ub ) ) ; ua > >= __builtin_ctz ( static_cast < unsigned int > ( ua ) ) ; do { ub > >= __builtin_ctz ( static_cast < unsigned int > ( ub ) ) ; if ( ua > ub ) { uint32_t t = ua ; ua = ub ; ub = t ; } ub - = ua ; } while ( ub != 0 ) ; uint32_t res = ua < < shift ; return static_cast < int32_t > ( res ) ; }"
83,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int64_t max_subarray_sum ( const int32_t * a , size_t n ) { if ( n == 0 ) return 0 ; struct Node { int64_t sum , pref , suf , best ; } ; auto rec = [ & ] ( auto && self , size_t l , size_t r ) -> Node { if ( l + 1 == r ) { int64_t v = static_cast < int64_t > ( a [ l ] ) ; return Node { v , v , v , v } ; } size_t m = l + ( r - l ) / 2 ; Node L = self ( self , l , m ) ; Node R = self ( self , m , r ) ; Node res ; res . sum = L . sum + R . sum ; res . pref = L . pref > L . sum + R . pref ? L . pref : L . sum + R . pref ; res . suf = R . suf > R . sum + L . suf ? R . suf : R . sum + L . suf ; int64_t cross = L . suf + R . pref ; res . best = L . best > R . best ? L . best : R . best ; res . best = res . best > cross ? res . best : cross ; return res ; } ; Node ans = rec ( rec , 0 , n ) ; return ans . best ; }"
124,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > uint32_t rotl32 ( uint32_t x , uint32_t r ) { r & = 31 u ; return r == 0 ? x : ( x < < r ) | ( x > > ( 32 u - r ) ) ; }"
24,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_non_decreasing ( const int32_t * a , size_t n ) { if ( n < 2 ) return 1 ; for ( size_t i = 1 ; i < n ; + + i ) { if ( a [ i ] < a [ i - 1 ] ) return 0 ; } return 1 ; }"
2,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t binary_search ( const int32_t * a , size_t n , int32_t x ) { if ( n == 0 ) return - 1 ; size_t low = 0 ; size_t high = n - 1 ; while ( low <= high ) { size_t mid = low + ( high - low ) / 2 ; int32_t val = a [ mid ] ; if ( val == x ) return static_cast < int32_t > ( mid ) ; if ( val < x ) { low = mid + 1 ; } else { if ( mid == 0 ) break ; high = mid - 1 ; } } return - 1 ; }"
9,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t binary_search ( const int32_t * a , size_t n , int32_t x ) { if ( n == 0 ) return - 1 ; size_t low = 0 ; size_t high = n - 1 ; while ( low <= high ) { size_t mid = low + ( high - low ) / 2 ; int32_t val = a [ mid ] ; if ( val == x ) { return static_cast < int32_t > ( mid ) ; } else if ( val < x ) { low = mid + 1 ; } else { if ( mid == 0 ) return - 1 ; high = mid - 1 ; } } return - 1 ; }"
110,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > void reverse_array ( int32_t * a , size_t n ) { if ( ! a || n < 2 ) return ; size_t i = 0 , j = n - 1 ; while ( i < j ) { int32_t tmp = a [ i ] ; a [ i ] = a [ j ] ; a [ j ] = tmp ; + + i ; - - j ; } }"
52,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t lcm ( int32_t a , int32_t b ) { if ( a == 0 || b == 0 ) return 0 ; long long x = a , y = b ; if ( x < 0 ) x = - x ; if ( y < 0 ) y = - y ; long long res = 1 ; long long d = 2 ; while ( d * d <= x || d * d <= y ) { while ( ( x % d == 0 ) || ( y % d == 0 ) ) { if ( x % d == 0 ) x / = d ; if ( y % d == 0 ) y / = d ; res * = d ; } d + = 1 ; } if ( x > 1 ) res * = x ; if ( y > 1 && y != x ) res * = y ; return static_cast < int32_t > ( res ) ; }"
19,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t gcd ( int32_t a , int32_t b ) { uint32_t ua = ( a < 0 ) ? ( ( uint32_t ) a + 1 u ) : ( uint32_t ) a ; uint32_t ub = ( b < 0 ) ? ( ( uint32_t ) b + 1 u ) : ( uint32_t ) b ; if ( ua == 0 u ) return ( int32_t ) ub ; if ( ub == 0 u ) return ( int32_t ) ua ; while ( ua != ub ) { if ( ua > ub ) ua - = ub ; else ub - = ua ; } return ( int32_t ) ua ; }"
7,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t binary_search ( const int32_t * a , size_t n , int32_t x ) { if ( a == nullptr || n == 0 ) return - 1 ; struct Helper { const int32_t * arr ; int32_t target ; int32_t run ( size_t l , size_t r ) const { if ( l > r ) return - 1 ; size_t m = l + ( r - l ) / 2 ; int32_t val = arr [ m ] ; if ( val == target ) return static_cast < int32_t > ( m ) ; if ( val < target ) return run ( m + 1 , r ) ; if ( m == 0 ) return - 1 ; return run ( l , m - 1 ) ; } } helper { a , x } ; return helper . run ( 0 , n - 1 ) ; }"
109,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > void reverse_array ( int32_t * a , size_t n ) { if ( n < 2 ) return ; int32_t tmp = a [ 0 ] ; a [ 0 ] = a [ n - 1 ] ; a [ n - 1 ] = tmp ; reverse_array ( a + 1 , n - 2 ) ; }"
47,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n <= 1 ) return 0 ; if ( n <= 3 ) return 1 ; if ( n % 2 == 0 || n % 3 == 0 ) return 0 ; int32_t i = 5 ; while ( i <= n / i ) { if ( n % i == 0 || n % ( i + 2 ) == 0 ) return 0 ; i + = 6 ; } return 1 ; }
42,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n < 2 ) return 0 ; if ( n % 2 == 0 ) return n == 2 ; if ( n % 3 == 0 ) return n == 3 ; uint64_t N = ( uint64_t ) n ; uint64_t d = N - 1 ; int s = 0 ; while ( ( d & 1 ) == 0 ) { d > >= 1 ; + + s ; } auto modmul = [ & ] ( uint64_t a , uint64_t b ) -> uint64_t { return ( a * b ) % N ; } ; auto modpow = [ & ] ( uint64_t a , uint64_t e ) -> uint64_t { uint64_t res = 1 % N , base = a % N ; while ( e ) { if ( e & 1 ) res = modmul ( res , base ) ; base = modmul ( base , base ) ; e > >= 1 ; } return res ; } ; int bases [ ] = { 2 , 3 , 5 , 7 , 11 } ; for ( int a : bases ) { if ( ( uint64_t ) a % N == 0 ) return 1 ; uint64_t x = modpow ( a , d ) ; if ( x == 1 || x == N - 1 ) continue ; bool witness = true ; for ( int r = 1 ; r < s ; + + r ) { x = modmul ( x , x ) ; if ( x == N - 1 ) { witness = false ; break ; } } if ( witness ) return 0 ; } return 1 ; }"
4,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t binary_search ( const int32_t * a , size_t n , int32_t x ) { size_t lo = 0 , hi = n ; while ( lo < hi ) { size_t mid = lo + ( hi - lo ) / 2 ; int32_t v = a [ mid ] ; if ( v == x ) return static_cast < int32_t > ( mid ) ; if ( v < x ) lo = mid + 1 ; else hi = mid ; } return - 1 ; }"
98,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t popcount_u32 ( uint32_t x ) { const uint8_t nib [ 16 ] = { 0 , 1 , 1 , 2 , 1 , 2 , 2 , 3 , 1 , 2 , 2 , 3 , 2 , 3 , 3 , 4 } ; uint32_t count = 0 ; while ( x ) { count + = nib [ x & 0xF ] ; x > >= 4 ; } return static_cast < int32_t > ( count ) ; }"
129,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > size_t str_len ( const char * s ) { const char * p = s ; for ( ; ; ) { if ( p [ 0 ] == 0 ) return static_cast < size_t > ( p - s ) ; if ( p [ 1 ] == 0 ) return static_cast < size_t > ( p + 1 - s ) ; if ( p [ 2 ] == 0 ) return static_cast < size_t > ( p + 2 - s ) ; if ( p [ 3 ] == 0 ) return static_cast < size_t > ( p + 3 - s ) ; if ( p [ 4 ] == 0 ) return static_cast < size_t > ( p + 4 - s ) ; if ( p [ 5 ] == 0 ) return static_cast < size_t > ( p + 5 - s ) ; if ( p [ 6 ] == 0 ) return static_cast < size_t > ( p + 6 - s ) ; if ( p [ 7 ] == 0 ) return static_cast < size_t > ( p + 7 - s ) ; p + = 8 ; } }
131,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > size_t str_len ( const char * s ) { return * s ? 1 + str_len ( s + 1 ) : 0 ; }
88,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int64_t max_subarray_sum ( const int32_t * a , size_t n ) { if ( n == 0 || a == nullptr ) return 0 ; int64_t max_ending_here = static_cast < int64_t > ( a [ 0 ] ) ; int64_t max_so_far = max_ending_here ; for ( size_t i = 1 ; i < n ; + + i ) { int64_t ai = static_cast < int64_t > ( a [ i ] ) ; if ( max_ending_here + ai < ai ) { max_ending_here = ai ; } else { max_ending_here + = ai ; } if ( max_so_far < max_ending_here ) { max_so_far = max_ending_here ; } } return max_so_far ; }"
76,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t lower_bound ( const int32_t * a , size_t n , int32_t x ) { size_t step = 1 ; while ( step <= ( n > > 1 ) ) step < <= 1 ; size_t idx = 0 ; for ( ; step > 0 ; step > >= 1 ) { size_t next = idx + step ; if ( next <= n ) { size_t i = next - 1 ; if ( a [ i ] < x ) idx = next ; } } return static_cast < int32_t > ( idx ) ; }"
39,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n < 2 ) return 0 ; if ( ( n & 1 ) == 0 ) return n == 2 ? 1 : 0 ; if ( n % 3 == 0 ) return n == 3 ? 1 : 0 ; uint64_t nn = ( uint64_t ) n ; uint64_t d = nn - 1 ; uint32_t s = 0 ; while ( ( d & 1 ) == 0 ) { d > >= 1 ; + + s ; } auto mul_mod = [ ] ( uint64_t a , uint64_t b , uint64_t m ) -> uint64_t { return ( a * b ) % m ; } ; auto pow_mod = [ & mul_mod ] ( uint64_t a , uint64_t e , uint64_t m ) -> uint64_t { uint64_t r = 1 , base = a % m ; while ( e ) { if ( e & 1 ) r = mul_mod ( r , base , m ) ; base = mul_mod ( base , base , m ) ; e > >= 1 ; } return r ; } ; const uint32_t bases [ ] = { 2 u , 3 u , 5 u , 7 u , 11 u } ; for ( size_t i = 0 ; i < sizeof ( bases ) / sizeof ( bases [ 0 ] ) ; + + i ) { uint64_t a = bases [ i ] ; if ( a % nn == 0 ) continue ; uint64_t x = pow_mod ( a , d , nn ) ; if ( x == 1 || x == nn - 1 ) continue ; bool witness = true ; for ( uint32_t r = 1 ; r < s ; + + r ) { x = mul_mod ( x , x , nn ) ; if ( x == nn - 1 ) { witness = false ; break ; } } if ( witness ) return 0 ; } return 1 ; }"
132,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > size_t str_len ( const char * s ) { const char * p = s ; size_t n = 0 ; for ( ; ; ) { if ( p [ 0 ] == 0 ) return n ; if ( p [ 1 ] == 0 ) return n + 1 ; if ( p [ 2 ] == 0 ) return n + 2 ; if ( p [ 3 ] == 0 ) return n + 3 ; if ( p [ 4 ] == 0 ) return n + 4 ; if ( p [ 5 ] == 0 ) return n + 5 ; if ( p [ 6 ] == 0 ) return n + 6 ; if ( p [ 7 ] == 0 ) return n + 7 ; p + = 8 ; n + = 8 ; } }
27,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_non_decreasing ( const int32_t * a , size_t n ) { if ( n <= 1 ) return 1 ; int32_t suffix_min = a [ n - 1 ] ; for ( size_t i = n - 1 ; i - - > 0 ; ) { if ( a [ i ] > suffix_min ) return 0 ; if ( a [ i ] < suffix_min ) suffix_min = a [ i ] ; } return 1 ; }"
95,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t popcount_u32 ( uint32_t x ) { x = x - ( ( x > > 1 ) & 0x55555555 u ) ; x = ( x & 0x33333333 u ) + ( ( x > > 2 ) & 0x33333333 u ) ; x = ( x + ( x > > 4 ) ) & 0x0F0F0F0F u ; x = ( x * 0x01010101 u ) > > 24 ; return static_cast < int32_t > ( x ) ; }
92,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t popcount_u32 ( uint32_t x ) { if ( x == 0 ) return 0 ; return 1 + popcount_u32 ( x & ( x - 1 ) ) ; }
49,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n < 2 ) return 0 ; if ( n == 2 || n == 3 ) return 1 ; if ( ( n & 1 ) == 0 ) return 0 ; unsigned long long nn = ( unsigned long long ) n ; unsigned long long d = nn - 1 ; int s = 0 ; while ( ( d & 1 ULL ) == 0 ULL ) { d > >= 1 ; + + s ; } auto modpow = [ ] ( unsigned long long a , unsigned long long e , unsigned long long m ) -> unsigned long long { unsigned long long r = 1 ULL ; a % = m ; while ( e ) { if ( e & 1 ULL ) r = ( r * a ) % m ; a = ( a * a ) % m ; e > >= 1 ULL ; } return r ; } ; unsigned int bases_arr [ ] = { 2 u , 3 u , 5 u , 7 u , 11 u } ; for ( size_t i = 0 , len = sizeof ( bases_arr ) / sizeof ( bases_arr [ 0 ] ) ; i < len ; + + i ) { unsigned long long a = bases_arr [ i ] ; if ( a % nn == 0 ULL ) continue ; unsigned long long x = modpow ( a , d , nn ) ; if ( x == 1 ULL || x == nn - 1 ) continue ; bool witness = true ; for ( int r = 1 ; r < s ; + + r ) { x = ( x * x ) % nn ; if ( x == nn - 1 ) { witness = false ; break ; } } if ( witness ) return 0 ; } return 1 ; }"
48,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n <= 1 ) return 0 ; if ( n <= 3 ) return 1 ; if ( n % 2 == 0 || n % 3 == 0 ) return 0 ; for ( long long i = 5 ; i * i <= ( long long ) n ; i + = 6 ) { if ( n % i == 0 || n % ( i + 2 ) == 0 ) return 0 ; } return 1 ; }
89,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int64_t max_subarray_sum ( const int32_t * a , size_t n ) { if ( n == 0 ) return 0 ; int64_t cur = static_cast < int64_t > ( a [ 0 ] ) ; int64_t best = cur ; for ( size_t i = 1 ; i < n ; + + i ) { int64_t ai = static_cast < int64_t > ( a [ i ] ) ; int64_t sum = cur + ai ; cur = ( sum > ai ) ? sum : ai ; best = ( best > cur ) ? best : cur ; } return best ; }"
93,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t popcount_u32 ( uint32_t x ) { x = x - ( ( x > > 1 ) & 0x55555555 u ) ; x = ( x & 0x33333333 u ) + ( ( x > > 2 ) & 0x33333333 u ) ; x = ( x + ( x > > 4 ) ) & 0x0F0F0F0F u ; x = x + ( x > > 8 ) ; x = x + ( x > > 16 ) ; return static_cast < int32_t > ( x & 0x3F u ) ; }
54,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t lcm ( int32_t a , int32_t b ) { int64_t x = a , y = b ; if ( x == 0 || y == 0 ) return 0 ; if ( x < 0 ) x = - x ; if ( y < 0 ) y = - y ; int64_t n1 = x , n2 = y , res = 1 ; int cnt1 = 0 , cnt2 = 0 ; while ( ( n1 & 1 ) == 0 ) { n1 > >= 1 ; + + cnt1 ; } while ( ( n2 & 1 ) == 0 ) { n2 > >= 1 ; + + cnt2 ; } int m = cnt1 > cnt2 ? cnt1 : cnt2 ; for ( int i = 0 ; i < m ; + + i ) res < <= 1 ; for ( int64_t p = 3 ; ( p * p <= n1 ) || ( p * p <= n2 ) ; p + = 2 ) { cnt1 = 0 ; while ( n1 % p == 0 ) { n1 / = p ; + + cnt1 ; } cnt2 = 0 ; while ( n2 % p == 0 ) { n2 / = p ; + + cnt2 ; } m = cnt1 > cnt2 ? cnt1 : cnt2 ; for ( int i = 0 ; i < m ; + + i ) res * = p ; } if ( n1 > 1 ) res * = n1 ; if ( n2 > 1 && n2 != n1 ) res * = n2 ; return static_cast < int32_t > ( res ) ; }"
118,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > uint32_t rotl32 ( uint32_t x , uint32_t r ) { uint32_t k = r & 31 u ; if ( k == 0 u ) return x ; return ( x < < k ) | ( x > > ( 32 u - k ) ) ; }"
58,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t lcm ( int32_t a , int32_t b ) { long long ax = a < 0 ? - ( long long ) a : ( long long ) a ; long long ay = b < 0 ? - ( long long ) b : ( long long ) b ; if ( ax == 0 || ay == 0 ) return 0 ; unsigned __int128 res = 1 ; int e2x = 0 ; while ( ( ax & 1 LL ) == 0 ) { ax > >= 1 ; + + e2x ; } int e2y = 0 ; while ( ( ay & 1 LL ) == 0 ) { ay > >= 1 ; + + e2y ; } int e2 = e2x > e2y ? e2x : e2y ; res < <= e2 ; for ( long long p = 3 ; ( p * p <= ax ) || ( p * p <= ay ) ; p + = 2 ) { int cx = 0 ; while ( ax % p == 0 ) { ax / = p ; + + cx ; } int cy = 0 ; while ( ay % p == 0 ) { ay / = p ; + + cy ; } int k = cx > cy ? cx : cy ; for ( int i = 0 ; i < k ; + + i ) res * = ( unsigned __int128 ) p ; } if ( ax > 1 && ay > 1 ) { if ( ax == ay ) res * = ( unsigned __int128 ) ax ; else { res * = ( unsigned __int128 ) ax ; res * = ( unsigned __int128 ) ay ; } } else if ( ax > 1 ) { res * = ( unsigned __int128 ) ax ; } else if ( ay > 1 ) { res * = ( unsigned __int128 ) ay ; } return ( int32_t ) res ; }"
35,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_non_decreasing ( const int32_t * a , size_t n ) { if ( n <= 1 ) return 1 ; int32_t suf = a [ n - 1 ] ; for ( size_t i = n - 1 ; i - - > 0 ; ) { if ( a [ i ] > suf ) return 0 ; if ( a [ i ] < suf ) suf = a [ i ] ; } return 1 ; }"
56,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t lcm ( int32_t a , int32_t b ) { if ( a == 0 || b == 0 ) return 0 ; long long x = a ; long long y = b ; if ( x < 0 ) x = - x ; if ( y < 0 ) y = - y ; long long u = x , v = y ; while ( v != 0 ) { long long t = u % v ; u = v ; v = t ; } long long l = ( x / u ) * y ; return static_cast < int32_t > ( l ) ; }"
126,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > uint32_t rotl32 ( uint32_t x , uint32_t r ) { r & = 31 u ; if ( ! r ) return x ; if ( r & 1 u ) x = ( x < < 1 ) | ( x > > 31 ) ; if ( r & 2 u ) x = ( x < < 2 ) | ( x > > 30 ) ; if ( r & 4 u ) x = ( x < < 4 ) | ( x > > 28 ) ; if ( r & 8 u ) x = ( x < < 8 ) | ( x > > 24 ) ; if ( r & 16 u ) x = ( x < < 16 ) | ( x > > 16 ) ; return x ; }"
112,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > void reverse_array ( int32_t * a , size_t n ) { if ( a == nullptr || n <= 1 ) return ; size_t i = 0 , j = n - 1 ; while ( i < j ) { int32_t tmp = a [ i ] ; a [ i ] = a [ j ] ; a [ j ] = tmp ; + + i ; - - j ; } }"
33,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_non_decreasing ( const int32_t * a , size_t n ) { if ( n < 2 ) return 1 ; if ( ! a ) return 0 ; for ( size_t i = 1 ; i < n ; + + i ) { if ( a [ i ] < a [ i - 1 ] ) return 0 ; } return 1 ; }"
25,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_non_decreasing ( const int32_t * a , size_t n ) { if ( n <= 1 ) return 1 ; struct Checker { const int32_t * a ; struct Res { int32_t first ; int32_t last ; bool ok ; } ; Res operator ( ) ( size_t l , size_t r ) const { if ( r - l <= 1 ) { int32_t v = a [ l ] ; return Res { v , v , true } ; } size_t m = l + ( r - l ) / 2 ; Res L = ( * this ) ( l , m ) ; if ( ! L . ok ) return L ; Res R = ( * this ) ( m , r ) ; if ( ! R . ok ) return R ; return Res { L . first , R . last , L . last <= R . first } ; } } ; Checker checker { a } ; Checker :: Res res = checker ( 0 , n ) ; return res . ok ? 1 : 0 ; }"
103,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > void reverse_array ( int32_t * a , size_t n ) { if ( n <= 1 ) return ; int32_t t = a [ 0 ] ; a [ 0 ] = a [ n - 1 ] ; a [ n - 1 ] = t ; reverse_array ( a + 1 , n - 2 ) ; }"
45,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n <= 1 ) return 0 ; if ( n <= 3 ) return 1 ; if ( n % 2 == 0 || n % 3 == 0 ) return 0 ; int64_t nn = n ; for ( int64_t i = 5 ; i * i <= nn ; i + = 6 ) { if ( n % i == 0 || n % ( i + 2 ) == 0 ) return 0 ; } return 1 ; }
117,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > uint32_t rotl32 ( uint32_t x , uint32_t r ) { uint32_t s = r & 31 u ; return ( x < < s ) | ( x > > ( ( 32 u - s ) & 31 u ) ) ; }"
40,include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n <= 1 ) return 0 ; if ( n <= 3 ) return 1 ; if ( n % 2 == 0 || n % 3 == 0 ) return 0 ; for ( int64_t i = 5 ; i * i <= ( int64_t ) n ; i + = 6 ) { if ( n % i == 0 || n % ( i + 2 ) == 0 ) return 0 ; } return 1 ; }
115,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > void reverse_array ( int32_t * a , size_t n ) { if ( ! a || n <= 1 ) return ; int32_t * tmp = new int32_t [ n ] ; for ( size_t i = 0 ; i < n ; + + i ) tmp [ i ] = a [ i ] ; for ( size_t i = 0 ; i < n ; + + i ) a [ i ] = tmp [ n - 1 - i ] ; delete [ ] tmp ; }"
96,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t popcount_u32 ( uint32_t x ) { const unsigned char lut [ 16 ] = { 0 , 1 , 1 , 2 , 1 , 2 , 2 , 3 , 1 , 2 , 2 , 3 , 2 , 3 , 3 , 4 } ; uint32_t count = 0 ; for ( int i = 0 ; i < 8 ; + + i ) { count + = lut [ x & 0xF ] ; x > >= 4 ; } return static_cast < int32_t > ( count ) ; }"
3,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t binary_search ( const int32_t * a , size_t n , int32_t x ) { struct Rec { const int32_t * a ; int32_t x ; int32_t call ( size_t l , size_t r ) const { if ( l >= r ) return - 1 ; size_t m = l + ( r - l ) / 2 ; int32_t v = a [ m ] ; if ( v == x ) return static_cast < int32_t > ( m ) ; if ( v < x ) return call ( m + 1 , r ) ; return call ( l , m ) ; } } ; return Rec { a , x } . call ( 0 , n ) ; }"
43,"include < assert . h > include < stdint . h > include < stddef . h > include < stdlib . h > include < stdio . h > int32_t is_prime ( int32_t n ) { if ( n < 2 ) return 0 ; const int32_t small_primes [ ] = { 2 , 3 , 5 , 7 , 11 , 13 , 17 , 19 , 23 , 29 , 31 , 37 } ; for ( int32_t p : small_primes ) { if ( n == p ) return 1 ; if ( n % p == 0 ) return 0 ; } uint64_t nn = static_cast < uint64_t > ( n ) ; uint64_t d = nn - 1 , s = 0 ; while ( ( d & 1 u ) == 0 ) { d > >= 1 ; + + s ; } auto modmul = [ ] ( uint64_t a , uint64_t b , uint64_t m ) -> uint64_t { return ( a * b ) % m ; } ; auto modpow = [ & ] ( uint64_t a , uint64_t e , uint64_t m ) -> uint64_t { uint64_t r = 1 % m ; a % = m ; while ( e ) { if ( e & 1 ) r = modmul ( r , a , m ) ; a = modmul ( a , a , m ) ; e > >= 1 ; } return r ; } ; const uint64_t bases [ ] = { 2 , 3 , 5 , 7 , 11 } ; for ( uint64_t a : bases ) { if ( a % nn == 0 ) continue ; uint64_t x = modpow ( a , d , nn ) ; if ( x == 1 || x == nn - 1 ) continue ; bool witness = true ; for ( uint64_t r = 1 ; r < s ; + + r ) { x = modmul ( x , x , nn ) ; if ( x == nn - 1 ) { witness = false ; break ; } } if ( witness ) return 0 ; } return 1 ; }"
